id_key,date_reference,score_value,score_predict
49999143839689,20230913,989,5.63
98452506858219,20231226,173,2.57
42749198626745,20220804,548,1.98
66953687811595,20210819,241,0.24
96732608026429,20200912,588,3.05
42900739187937,20230920,208,0.89
59503022091539,20250922,174,4.28
43016227342405,20210628,972,6.05
10439133455165,20230605,865,8.58
97959535380725,20230325,749,2.87
25025521185812,20250624,20,6.92
17638633013153,20250101,685,2.76
30285195733338,20230116,532,1.66
93726427785983,20230614,262,8.64
51637796284177,20200616,506,9.06
60115632261257,20230721,822,9.14
98193094264041,20220714,233,1.34
25501548469992,20240822,979,4.77
53937660639198,20250318,252,8.1
67394563050612,20200303,85,1.61
95820217212966,20230320,802,8.79
83390769165718,20241015,832,9.94
78285490450367,20220902,60,8.25
81968027617969,20250529,956,7.98
54001220305179,20240516,789,6.89
28390327769373,20210812,826,0.44
31252056352091,20230604,703,5.4
49757083291642,20200126,504,1.67
90728637433570,20211120,888,5.96
81200210641224,20221023,526,8.97
34203303392693,20241002,636,1.09
33948341124705,20220629,468,8.8
39092543595942,20230323,269,1.61
49840717750760,20240515,204,6.99
59115232658007,20210823,693,2.96
43269035745344,20220529,41,2.91
97492490023428,20250622,166,7.29
93156673185966,20251217,36,3.39
96555835283653,20210814,533,4.45
98319742090500,20250208,201,4.26
65161525910965,20250424,730,5.46
45861599314379,20210403,157,1.4
77317846969472,20240113,876,5.31
72626111448392,20230427,861,1.49
13390153990353,20210925,254,1.37
62364808769118,20220907,6,2.04
76285831226826,20220124,201,1.1
93581354195333,20211106,109,0.44
88299751282883,20240905,720,6.69
20023841343108,20240728,16,2.62
73014606654218,20220515,320,3.51
50069555784860,20201229,877,3.07
54093365594866,20200410,562,8.75
96721801422885,20210414,386,5.32
29202690489395,20220615,770,5.12
56610566478643,20200726,59,0.48
34296002909394,20210626,718,9.16
71188162998104,20230711,67,2.98
29231883215734,20200222,11,6.21
65607744036100,20250804,83,3.45
27435284584932,20240508,524,1.89
36697935614084,20241210,359,1.4
51326475777652,20240716,413,8.05
87227284403820,20210102,843,0.73
34755694255697,20251003,500,8.45
54952881586010,20200525,592,6.0
40533603726516,20240114,158,7.62
96647712150390,20230218,23,5.1
40135182841786,20240705,201,7.65
91512679523837,20250209,631,8.18
70754097322704,20200918,566,2.76
56531695762923,20240127,24,6.21
84167682781933,20220518,489,8.98
40447317755376,20221126,269,1.25
55365836762058,20230115,462,0.87
23480913526568,20220611,434,9.04
29749240201344,20240716,585,1.25
19498394317486,20230411,760,8.7
82225840015500,20251207,397,8.45
21168458168528,20250629,211,8.03
86374849269726,20241026,607,1.02
12513831056468,20230711,13,5.84
77058525135569,20200915,623,1.39
35985377592351,20231109,827,0.51
35233595566679,20230123,389,6.19
66510190658724,20211012,332,0.57
91274611065283,20210728,128,9.64
42292525725906,20230329,559,1.95
57191250828119,20220223,660,4.92
28348370605222,20230805,672,1.73
49132992479485,20230831,861,6.81
73728513960947,20210529,404,0.47
69134584079918,20251118,145,7.46
36483741730731,20200824,377,3.25
30162679161961,20250422,724,5.75
15730440794258,20250923,731,9.36
29383074585576,20250518,873,0.29
52484111426427,20220321,216,7.84
83657385779739,20210123,446,1.88
79053537141973,20200630,71,3.55
44299393183387,20240614,966,4.77
16890784614101,20250904,11,8.21
46380947502605,20231201,494,0.3
84257638813892,20221203,36,6.76
36818010065772,20230117,656,7.56
51430417602821,20220528,713,9.77
61561785345302,20240830,985,9.84
43907642377141,20251217,37,0.09
32875479367206,20210406,10,9.45
53726529537091,20230725,476,1.73
30474023324316,20201110,496,5.97
81502075765001,20220311,887,7.64
52441429951602,20250114,974,0.12
98716342215877,20250808,380,6.22
37442306913266,20220111,47,8.42
59249605788249,20241029,780,4.25
96189174399170,20210428,870,1.82
38696371654212,20241107,338,1.99
58535266776584,20200516,326,4.22
92671756317720,20201223,302,5.55
47847889292102,20220921,525,4.09
42374745244680,20220601,786,8.87
61409516968292,20231121,412,8.58
75543041372719,20230607,24,3.29
15659228584497,20250325,809,4.72
60265533596446,20250620,843,6.09
99816554927916,20230204,873,8.14
51404351281777,20220118,1,5.67
58364412352564,20200430,690,9.49
42822216828224,20231023,912,7.33
70858287907603,20220916,218,6.49
42127644875631,20240917,886,1.6
84711736864958,20210401,735,7.76
99268827238092,20221129,427,8.24
34014946360020,20201114,760,3.23
82996095951804,20230110,586,9.72
44550998724092,20240726,802,4.16
71320500254940,20231127,884,3.33
11390489250010,20200704,935,4.39
36796146086297,20251109,687,9.11
77111270839920,20230710,789,2.63
51305200569766,20210628,870,3.97
12535864899486,20221230,643,3.79
52543917164258,20210927,992,1.39
23411132334817,20200724,598,3.73
59777216390518,20220108,306,6.15
92350453945594,20210915,276,1.13
78285946116130,20230808,51,2.62
15871951668405,20230512,102,6.9
13054179595495,20210607,355,7.7
82305158766882,20210930,917,6.88
67946891594421,20241110,677,7.78
12739575947426,20250910,624,3.77
27445252475087,20230824,473,6.86
29474455879557,20231121,418,1.79
58910988965643,20210322,832,7.76
10223237856005,20250907,985,1.01
18917374326338,20201223,64,3.17
81647860552223,20211003,488,3.68
33581184864697,20250324,24,2.11
17619132006247,20240909,890,9.7
37181228396609,20250722,13,1.41
86547037874328,20240819,249,2.22
96322599018544,20230108,31,0.51
83077878140890,20220420,996,3.35
18984825002547,20210714,355,1.73
27142432926640,20240817,149,5.36
92561297373034,20200130,484,1.56
31834316325716,20250604,761,5.32
68876053211541,20220528,364,8.72
90516620454437,20201004,227,6.02
76055528363104,20230110,826,2.25
49477049189421,20250319,306,5.3
72586172213299,20250910,412,2.44
79615432737957,20251223,524,2.74
37928672217495,20230630,601,0.89
16253563489940,20230929,755,2.76
94500386209819,20230820,772,6.21
99428881420593,20231217,903,0.36
21612267475828,20201002,719,1.35
43443908898923,20210204,178,3.88
79107927523471,20200518,826,9.29
99152587325675,20250727,368,5.41
49915871409848,20231022,403,3.27
71878292836326,20250531,111,8.9
53243367074476,20201125,84,6.99
53084424598874,20220128,789,9.17
27867682952593,20200118,893,9.83
16828648647839,20210925,438,1.91
82045641322891,20240312,675,3.22
10002397093198,20220813,87,7.28
52804974422505,20220813,930,3.88
59553092133963,20211029,434,8.68
60103865294263,20241209,995,1.06
40483829805070,20220701,990,2.54
72453429598175,20240909,497,7.97
89463333934895,20240324,5,0.62
40611511895582,20250331,640,6.96
22653927334020,20210624,194,2.48
38863105959020,20200319,152,9.86
59389737197624,20231215,848,2.71
13447878726931,20230221,965,3.58
31669424822935,20230922,504,6.19
19548963518968,20250920,629,1.32
82758789591409,20230204,623,3.84
96247356552000,20241220,609,5.57
63845262334085,20201202,419,2.52
67588292878041,20241215,765,1.8
79109073912581,20201230,476,2.69
39385269922813,20231115,375,1.39
81854095279448,20241115,703,1.8
21243959408443,20211122,801,4.81
23482004142132,20200919,965,0.5
44443982111055,20220715,26,0.47
58467055545642,20221101,944,6.56
75926270016756,20200531,298,0.61
11609897331132,20250828,571,1.27
34676184283441,20250731,222,2.83
67514014142008,20201011,159,1.88
24542153531428,20221229,496,6.56
10305773134438,20200731,468,3.02
92467565894545,20241227,116,0.39
61744322125872,20210130,544,9.6
93735105609078,20240509,354,1.03
66366967355628,20220801,13,4.69
17377832359646,20251123,923,5.92
36887675518155,20201003,74,7.56
46899484539651,20251121,543,7.36
62807843968818,20231106,975,2.93
16745165711327,20221012,522,9.41
99242126440328,20250903,347,9.44
26919976916354,20200804,80,3.67
78342505501769,20221124,105,0.58
64173144900483,20210516,553,3.53
24154541491495,20210111,114,7.5
95909004583668,20250125,571,7.12
22727286179344,20240121,864,6.65
77916406461406,20211225,374,8.22
45836541789063,20250721,574,7.68
63535570785328,20210804,948,0.66
56130489560387,20240728,269,4.11
56366475374444,20200712,106,3.41
77313787924225,20240524,25,5.88
80993219585840,20250612,334,7.15
54751102813276,20240422,151,3.58
40478440273240,20210610,845,4.69
25278924164014,20250826,770,8.2
52692396941268,20200713,291,4.04
66414755458878,20231125,20,2.13
94925304444986,20221214,673,9.97
45308493806709,20240303,799,4.13
38658410653690,20220310,501,1.11
93805392366937,20241107,832,0.25
57910571363891,20250426,93,9.2
43535313855558,20200418,391,8.67
30223379366391,20211122,172,3.54
63289003737805,20240814,435,2.36
87571683720736,20231217,634,5.49
96048170666062,20220213,449,0.9
18748276818305,20230511,730,3.98
21021550407320,20240322,839,8.94
33679102960818,20200830,490,5.99
63734240346737,20211011,927,6.11
21563327143650,20221208,870,5.72
76789298861897,20210119,210,6.82
55434248522961,20240614,792,9.54
44479017677432,20221122,537,3.64
43979674095631,20210505,258,3.95
68906885038852,20211117,277,6.49
43666144358921,20230214,232,0.39
79147466066694,20211107,338,1.98
83298801321585,20220319,745,2.52
76011400842958,20200118,971,9.81
49082811522711,20200420,381,8.22
92751010651857,20201103,138,8.33
39979018052632,20230726,501,6.0
44182390961727,20220301,371,9.97
69668112548486,20241116,297,3.1
77225140087559,20231017,441,1.64
87075805975115,20230507,235,2.02
45991340790921,20250722,100,8.3
29560227324660,20231007,657,7.07
95658305664513,20200808,480,4.14
18789419184114,20240109,54,2.21
46887154844338,20200723,230,4.7
25614880859083,20231017,83,5.55
64575255469920,20210607,334,7.73
12815355030169,20210716,746,3.26
73691366418714,20210318,88,6.2
86349385528098,20241231,174,4.33
13150488220888,20230411,580,2.0
43288775181641,20230330,13,5.81
82358399690356,20210503,115,4.48
16140672887459,20251011,496,4.64
64589790944022,20201128,600,9.25
36303264422484,20240825,117,5.02
55615219173859,20220714,585,3.15
89671442076254,20210312,323,2.45
24954971178499,20210316,34,6.97
71089372623883,20220913,284,8.63
51005036663334,20210129,948,3.88
25318254630636,20230102,228,9.24
91348223566204,20251120,921,6.23
27414746572254,20230111,447,6.15
61711498319604,20250911,840,4.27
80438208956306,20250913,461,1.5
56427563001496,20230715,399,0.23
37127467134503,20210618,9,6.59
66738887974929,20230104,49,8.57
76987494243230,20210415,631,8.21
66179717863937,20230919,517,2.19
94202319603589,20200706,284,6.91
59181375812702,20210527,685,4.32
98856928569774,20200308,863,2.32
65785345710110,20201025,344,3.48
52934119920204,20210123,773,2.46
90231690547274,20240702,168,0.35
11875101544023,20230611,89,3.62
20596595537297,20230516,865,0.99
54786118415036,20240121,407,3.77
42610095456466,20240530,945,6.78
13052265450942,20251017,979,1.36
13519218821071,20220815,886,8.7
61086303099840,20250801,521,7.48
58592022829256,20221129,584,3.52
63922833572967,20251120,918,2.1
49200477657845,20250803,257,6.43
28757542611492,20211129,365,8.37
74449107050687,20241207,663,3.37
31802731692670,20211225,800,2.89
89429559746252,20220223,446,0.57
27278885139292,20220729,624,2.34
67583733189935,20210226,835,2.22
32824077079306,20210923,429,1.08
51242506996769,20250206,835,9.48
40017898930338,20210802,586,6.99
44554175148820,20220124,986,7.57
20100186814172,20240126,406,7.18
56729221446540,20240310,439,9.53
25086704905346,20201227,749,5.71
38467478227266,20230303,919,8.87
75066832014162,20200323,215,2.16
69912547513748,20230918,455,4.51
23697141104629,20250920,76,8.34
68737644096258,20210921,332,1.52
75490780659741,20230607,144,4.72
10453606503983,20220825,330,3.58
69446604058535,20210829,725,4.62
25307549737656,20210319,520,8.43
35114373042100,20230822,308,8.43
80125585056998,20241004,794,7.56
44506508933410,20210207,709,4.32
56868724689443,20240707,102,8.03
15079459168516,20210810,520,6.05
78091674963550,20231020,894,2.91
96283462649501,20240213,825,6.28
95217451726955,20200426,249,5.77
49919234786949,20230315,880,1.82
54204046294555,20231015,940,4.31
83589583840823,20210510,877,7.12
29684384981315,20231223,813,1.09
77982820557643,20251113,12,9.64
14633928983167,20230202,786,2.67
77906120113716,20200218,90,8.66
55130872187682,20211114,977,0.59
42975590135447,20220816,593,9.76
39811371846928,20201029,1,0.06
38646103563800,20220426,156,9.5
45964425684731,20231104,178,4.38
23736800553792,20200704,495,5.15
22704527654211,20200422,200,6.42
67670974735534,20241209,132,9.7
87849264958124,20200712,817,5.01
25373777798885,20240303,673,6.68
80415397674342,20220607,275,1.31
63555662991768,20210303,411,5.8
85445864225760,20210427,700,4.19
77171947087787,20210524,544,5.55
42529782893459,20230412,724,7.52
81703394317110,20231114,835,9.75
61491340153211,20240503,82,4.16
32481227345137,20210305,995,3.36
37786240039414,20250920,0,4.88
15928945955758,20230811,115,7.12
88499437517159,20200127,963,9.13
37979395623380,20210104,310,4.38
31109133722909,20230321,811,0.58
29238996718814,20240705,989,5.24
41099263912703,20250513,446,3.82
12971211716939,20241123,382,9.43
70251932291450,20240829,639,7.54
37561448364509,20240122,400,2.68
41733818136251,20220328,831,2.9
73968137459168,20251008,488,2.24
22465783674346,20220705,678,1.36
17749331357706,20210720,408,5.55
25540539640991,20200428,298,5.27
71682394702040,20211219,411,8.81
81760430446083,20200510,814,9.55
89079393006728,20201210,22,4.45
87544128135584,20250701,630,2.06
87499588570143,20250209,118,2.7
89365770863178,20220324,986,6.12
87441643545762,20250329,267,3.49
54927437283586,20251207,951,0.37
34343452182990,20210313,695,6.65
31966005432823,20210821,88,2.61
88084014622994,20221117,479,7.21
37630849893281,20220609,667,5.91
24012544110049,20221027,722,8.36
28783502895320,20230525,273,8.05
12112218822593,20200630,31,0.11
25014357574440,20230328,707,7.12
55728149991826,20221201,348,4.2
63527579334029,20231210,361,8.69
52509633572577,20201129,667,0.92
20945731466548,20210630,281,7.79
54678309695078,20240728,630,3.44
40437663536068,20250322,833,0.11
81027879004639,20200901,8,4.09
72894221927147,20241026,101,9.39
34687736698065,20210812,29,6.62
37182205072646,20201205,87,9.69
14134035458593,20230921,64,7.06
40264158799601,20210318,465,5.61
45984643864865,20220827,416,0.13
71182143716947,20240320,589,1.51
78537977080278,20240620,345,6.88
78539346972026,20251219,877,4.5
51234636192348,20240401,850,2.46
97073038459487,20241129,721,7.97
11243980336517,20210113,918,1.89
70936423630481,20220302,369,4.96
23078020983625,20200624,564,2.7
39818129839874,20211218,379,3.7
12614617348822,20230529,200,3.06
58384803748759,20210813,697,5.8
70540845602368,20241118,552,2.47
68267227822586,20201123,655,9.24
73130174731681,20230323,222,5.24
95425697004104,20220128,713,9.92
38846625547999,20210923,707,2.91
69044341668971,20220305,236,1.41
70657371100956,20210110,156,3.16
24269034585977,20220219,685,6.73
56944277490076,20211129,442,1.38
48389332686845,20250211,156,5.1
90296497266498,20230128,434,2.15
29345516486676,20200907,473,9.86
74810032944971,20210704,503,6.22
25444399523828,20250602,598,4.73
39291905501009,20200305,215,0.67
83821846648899,20200217,199,4.49
56948314854500,20200705,793,0.82
97924023298037,20211214,717,5.93
27009590159261,20211212,288,7.52
54885715702487,20230627,751,9.5
57722632646236,20230719,919,3.8
59089168401242,20250919,235,8.91
97268474716923,20210102,831,5.8
36004982988152,20250329,677,5.0
72220217214089,20230426,972,2.05
65985253624195,20221030,427,0.86
33864291245998,20201213,315,1.73
49580890614831,20221204,613,5.92
71316883521060,20220907,595,3.5
40090036663308,20210903,89,4.72
32726393222153,20240106,665,5.99
35008901195168,20220213,450,6.74
98397918055662,20240413,422,9.8
86031330552362,20251207,83,2.15
76128058958022,20220430,55,7.59
64374986908258,20210221,731,0.6
92149567909905,20230916,157,4.93
74894340592223,20211024,855,5.63
76182203734729,20241118,118,3.78
73590109957631,20200205,154,1.83
27674342008053,20230412,7,7.19
43877419723316,20251107,920,1.08
95749369561278,20240315,241,4.27
21975981023591,20250129,929,0.97
80931837916486,20250704,643,3.21
51658887546716,20240320,865,3.71
76878194895791,20250502,435,2.6
96924369822088,20211211,76,8.44
96458749956730,20240603,826,7.25
49000929162272,20230525,339,0.24
56662962535125,20230407,528,9.77
52772696597453,20200821,680,2.83
99802808805917,20210721,613,7.98
46088673915648,20220819,718,0.65
19131737348630,20211012,799,7.38
64833500137231,20220414,840,0.31
49353692442780,20230902,850,4.92
11982517061367,20230105,485,5.94
78198905488297,20251109,511,8.07
13336002300017,20200827,889,0.68
97828159340301,20250619,703,2.99
90168151697363,20210907,463,1.06
12513933518382,20230906,653,2.93
66861818487246,20210610,663,9.57
88446975474249,20211227,796,9.2
42453637241297,20200907,917,6.05
29389733566982,20221224,55,9.72
26259407236911,20200219,664,8.29
25201418821527,20230721,204,5.07
61534297382853,20250313,179,7.89
72470759491489,20230323,342,1.09
42535201309701,20211211,284,4.91
90557286388314,20241211,265,1.09
27078633179279,20210315,506,1.91
57372920647681,20200313,128,8.68
34107557071120,20220703,314,2.61
42357183209271,20231227,8,7.84
39543732430107,20201109,845,9.57
50822383592712,20240907,317,1.35
95150534060183,20200101,602,6.63
35113463753452,20200920,626,2.12
30197986820562,20230610,531,1.92
47141984484713,20250608,128,7.48
90664822608707,20210127,699,8.67
72320102528161,20250421,988,8.99
17832495196635,20230503,252,3.9
96537997640465,20251219,476,0.68
58516769793578,20240831,187,8.68
26586524760981,20210128,196,9.63
53242015068568,20220402,347,8.4
53651371950778,20211221,144,8.56
50869227665721,20250612,722,2.44
11137526901576,20210227,394,0.17
34708828884977,20221123,102,5.71
32519970052453,20220822,475,6.24
29154154506170,20210916,550,5.49
99911584582817,20220105,258,0.79
58679434177008,20210709,443,0.86
47815580661374,20230401,332,8.11
88564607796491,20200106,429,0.28
54169527723397,20210813,718,9.13
72714564881662,20231210,659,7.97
57445535281645,20210102,235,0.03
80182783723292,20200112,181,4.11
21870593640185,20250216,924,8.64
13188424082937,20240310,371,9.25
12092560327178,20200326,223,7.45
89575927049013,20210208,504,0.99
88887267440636,20220213,755,6.4
54681847304840,20200618,222,0.36
57242490066165,20200708,170,0.59
82501223467936,20231123,998,2.71
15498592631170,20210930,753,9.51
39283238927508,20230702,130,7.7
62563812941601,20201221,292,6.67
23158811870264,20230325,311,1.25
46346163247806,20210525,380,6.61
62327804170673,20201109,958,8.27
32178472911521,20221004,293,0.73
75615799641986,20230420,917,0.43
48638183941761,20211106,604,1.28
50949688055272,20211005,659,9.98
68181936131476,20250101,429,1.54
41820326916376,20240205,723,5.42
76801504067972,20250806,448,2.94
40833610632616,20210630,338,3.23
54156252004580,20250322,653,8.91
19111129869991,20201001,171,4.23
46412384638273,20200212,655,7.64
64493687135040,20240727,785,6.96
22481733796417,20200225,334,8.42
79066970100252,20230309,539,2.02
80993170719565,20211001,109,1.16
82539772100891,20240526,839,1.3
22448542142819,20220323,474,7.75
24396999107176,20250207,388,5.65
39393353843222,20221223,472,3.09
25993420296521,20211002,937,3.09
84538782575811,20230127,417,0.86
64517988094437,20220810,82,5.84
38574577053281,20200701,19,6.94
76820664777281,20210619,725,4.9
76671451537974,20250807,64,2.98
68237699524920,20231111,943,8.67
91514924906947,20250508,972,3.65
56846265722497,20240822,761,6.14
48458393852968,20201013,190,3.26
73206218569534,20230523,689,5.49
36637885334069,20200413,382,8.31
75191205286797,20241212,644,4.57
68505013801518,20201025,815,2.72
10700255487516,20250508,986,0.45
18508972757743,20230914,687,6.64
21734802035988,20220519,877,7.05
81547639610488,20200907,441,2.29
67440096505677,20230721,450,9.09
47502110097219,20240509,559,5.67
92822796366112,20230102,74,5.83
50242630410327,20240817,929,7.35
16411422547610,20220909,385,1.57
53535819147267,20240101,593,9.54
41353081997619,20250119,806,6.46
91931032283891,20230902,653,6.58
91642362570385,20231202,706,7.62
96375634120267,20230114,658,9.4
99408478387446,20240626,141,0.84
20316365999625,20220526,752,7.9
30814425345158,20200911,956,0.3
35823767119241,20210410,433,4.08
74847113726201,20240716,330,9.81
68919323121248,20230128,563,9.75
74198230116493,20220323,576,2.15
37057001078691,20200813,337,6.76
19652242499470,20231221,711,5.46
94035216044065,20200621,590,8.46
82514179382459,20230508,301,6.95
81538655142777,20240719,864,8.46
67004229826985,20250729,335,0.86
63511904266029,20231020,156,8.66
49120923711385,20230226,966,1.97
50108859086776,20241203,207,8.67
36220657717839,20250924,294,7.79
37127349957017,20230417,815,9.2
82648685138046,20240107,459,7.96
82726203833929,20231016,165,6.9
67560152662621,20240906,298,9.16
93739860478468,20230105,365,5.96
41775551694102,20231216,121,3.67
50205681633874,20200106,964,8.86
16374424173172,20241222,318,0.56
85480609737669,20210527,431,3.8
70503206706101,20250501,5,7.94
83092895157355,20240807,439,7.5
39120749987041,20210420,397,0.68
91333600850378,20230510,503,3.75
87138020257633,20250513,681,7.88
30387343431011,20200522,585,1.91
89168344728937,20250417,582,1.2
99181018218664,20230407,765,1.99
38116297536307,20220811,864,6.42
56558885738181,20230811,763,1.6
71155217705503,20210630,630,1.66
20823444619672,20220519,867,4.13
23899791424773,20210512,639,7.05
74822256229716,20230610,138,3.52
75860697291474,20210601,389,5.67
59735411620717,20231113,992,4.66
23867735474660,20200323,607,1.68
76962762580979,20240226,907,4.39
73184921837171,20240306,77,9.89
45839050695956,20200329,183,4.27
41408920824195,20210227,215,9.1
66827593357034,20200415,441,7.64
46388217014659,20240314,266,0.28
62501190350672,20230417,458,7.76
26932788021142,20230321,755,4.92
89557833406617,20251020,88,5.33
13266067904868,20240625,218,0.49
89333593089447,20231129,951,0.93
89278646781574,20200706,332,7.29
42970629271779,20240103,71,8.92
10054406790089,20240917,216,3.7
95189186564990,20221102,909,7.45
84269112878623,20250603,473,9.86
24732627920334,20200328,532,5.39
96513173043169,20240528,295,8.25
51996467874331,20231118,693,6.81
26478489957193,20250522,707,8.67
70191640231138,20200817,659,0.51
74890331246014,20230708,669,6.38
48191402202518,20200620,159,9.29
87562158266427,20250908,134,7.66
36880446566616,20200514,787,1.51
39671695387274,20230926,698,5.91
53159194526443,20210214,760,6.73
88889683050846,20240330,66,1.31
11590405199921,20200626,844,0.48
99759466363316,20220322,624,1.41
43962990644812,20230328,83,5.26
36000696613694,20201027,42,1.9
38444386668395,20210125,125,7.4
45457892769308,20230729,581,2.48
99682202993473,20200303,900,0.16
42575520647148,20200214,416,6.83
49477227351633,20241204,909,3.8
92874207998462,20240314,815,9.06
64898277815840,20250904,997,3.43
72720194095014,20210922,128,7.51
39153182901522,20220413,36,1.2
41363874311737,20220512,570,3.24
31516904149123,20240717,220,0.19
99922816925576,20220202,179,2.16
53029121574016,20210807,167,3.47
58812926808674,20220706,29,1.83
33929487581136,20240808,605,3.55
43799519321912,20230801,845,9.38
49994901168110,20251201,559,4.23
60574635927372,20220901,427,8.56
73785359818190,20241001,165,9.32
97071882506269,20220902,539,7.18
83151763194906,20241210,651,6.17
94927083783083,20250113,180,6.01
13488181597939,20210604,566,5.56
97161494415956,20220514,847,9.64
11661757611780,20220804,731,6.24
60185252909841,20240417,574,7.34
22817437303459,20210428,922,1.0
67630918967140,20230617,474,6.61
32127025726846,20231212,322,0.18
42910741887351,20250116,131,2.7
50887655257573,20230331,638,7.33
62562520013150,20220716,739,9.07
99604161656601,20211030,496,3.81
96835746705250,20211217,966,6.93
53606329549974,20230502,68,1.03
17830936241011,20210115,266,2.95
83467897357126,20230923,491,3.01
99770740289581,20210530,812,3.85
93797108651804,20241011,795,1.07
46898653517881,20241113,568,3.45
35860374982590,20250214,382,6.39
94510150175983,20240523,714,4.3
81996793013144,20220415,591,5.14
96909898431037,20240519,923,5.17
70042561324629,20201016,97,0.06
89343116765960,20250113,860,4.56
33807037520978,20220929,250,5.49
27337219396601,20220813,463,7.95
44120920828038,20230228,225,6.65
24832039626240,20201231,340,5.28
68955315863244,20210730,132,7.62
92301312250633,20240517,280,0.01
88979800536317,20250219,954,2.98
70216379877859,20230531,897,0.58
34482969153702,20220513,224,5.56
96630030670615,20240129,102,8.07
56408188680052,20230708,175,7.41
39539695345739,20240529,523,0.75
79269787245681,20221125,945,3.8
17350800953094,20250304,612,2.99
84270161563330,20230921,124,3.96
34428453546422,20250419,813,3.17
16150693511916,20220316,857,2.8
13215317115304,20211231,668,4.21
20100271102629,20210204,114,5.87
23160780553991,20210909,321,7.88
13227146268771,20200714,420,5.51
24894286523868,20241203,967,5.22
10465181871364,20200321,121,8.29
71213061020967,20220823,365,1.59
42307888516215,20230213,893,5.99
68041383672796,20220602,257,1.14
75269981133035,20231109,590,7.48
82047385109510,20200521,254,0.72
20925552792073,20250803,617,9.36
65973519928474,20240423,649,8.0
15634022590080,20220213,441,0.63
24646567934580,20210612,172,0.29
53631843001299,20210219,201,0.58
22761789307271,20210904,140,6.69
65400796063980,20210324,455,9.74
93584408221369,20200711,74,1.69
54788473233140,20251221,470,2.87
53835108270455,20240117,135,6.25
37357610218496,20230328,823,9.87
28069824043164,20211101,855,1.7
70807363399803,20220521,872,5.57
97771428791990,20200401,911,6.41
12564589889914,20210419,489,4.22
85625080507755,20250418,788,3.07
38640934394254,20230429,930,9.85
98977323708107,20221222,494,4.6
55170668564804,20251218,731,0.94
12166138776821,20210818,542,2.87
44274610339609,20251029,483,6.41
73598174539272,20220305,365,4.38
59161038137038,20220422,654,4.09
88233218122475,20230118,621,5.26
65933259535196,20210727,618,0.92
70636074676188,20240623,690,4.54
85343604064714,20250603,327,1.08
49634018634922,20211215,593,9.43
51270978608036,20250912,384,9.05
40718582599597,20250418,848,1.91
67191355498212,20231020,621,7.88
90027842892054,20200725,745,7.35
57186589003209,20221123,512,4.22
79949337410212,20200324,706,3.07
85859915721067,20220923,169,8.07
52397911617969,20230511,268,3.0
31955857951700,20240504,212,8.42
94308647558808,20230127,308,3.97
92768995458976,20201109,227,2.99
58570865251326,20220227,471,4.38
57487906776117,20230123,552,0.14
86055079804309,20230621,965,6.86
23528541846053,20230914,581,2.69
40762091267564,20220207,220,1.58
13096980897894,20201129,961,8.39
83172041916760,20230315,144,0.22
30294557784506,20210103,833,5.29
31822295833123,20201020,194,2.22
55098125366156,20240630,405,5.63
18496116715685,20221222,774,8.69
75375210030587,20210615,666,4.4
79928289088399,20250911,191,4.36
79585075086462,20221012,404,0.13
49154522265356,20241124,606,5.43
13413493006707,20200822,588,1.68
74297273623014,20230725,867,3.28
68434359632514,20251104,282,1.17
32913690665391,20210121,381,0.47
43464001150748,20250316,738,6.77
72850353573276,20201110,76,1.0
21563157020148,20200204,483,8.91
61836861296319,20210901,508,8.36
45361137786867,20220314,859,3.95
90603762301061,20200113,581,5.29
28869066788630,20220404,980,4.09
97145826453488,20250724,73,8.78
48075933493474,20210713,979,5.58
26984265827574,20201005,338,4.62
65320997551145,20230606,881,0.5
21274028313006,20230617,879,9.75
80370919433052,20230925,89,4.71
83759338398707,20250531,532,8.46
13961492990526,20250819,955,4.12
82149645276429,20200101,393,9.09
57648287337379,20230823,107,1.13
61449147972166,20230426,853,1.86
28403262362395,20221123,422,4.87
49132938474852,20250211,550,7.3
33478174670080,20250219,590,4.01
72133131121095,20231104,195,2.56
62670239247954,20230314,102,8.22
69034859839459,20201216,827,0.45
87263619234304,20231002,793,0.58
98749115286216,20201219,58,1.8
77846689619467,20221117,315,6.02
78152918638338,20200810,696,6.93
52390217915069,20250402,731,8.12
29275261903636,20240420,755,2.03
71939444944535,20250706,689,2.03
82919791185369,20211013,206,7.72
65572779676462,20200518,94,6.57
43048995768486,20220130,364,8.28
99969783667682,20230401,968,2.11
27641243167203,20210217,441,3.7
61425105096518,20240823,928,6.8
48495723801233,20250119,239,4.03
23889154063136,20211028,727,2.3
85625951317834,20221210,417,3.04
51512483484635,20250906,450,9.49
70588546693092,20200206,271,4.32
65663965024721,20230831,769,7.41
32512280174713,20250318,742,3.97
20353266257027,20231229,558,4.4
44450392955502,20210116,389,5.56
23719074986195,20241227,560,6.19
14537223178526,20200810,439,4.87
13294296085019,20210811,303,9.44
91789413977544,20250608,246,2.71
72630503775159,20221007,752,0.48
15950825108437,20211119,658,0.78
86019414317311,20250401,782,9.0
36695573135850,20230225,125,6.44
33801414060254,20250120,943,5.19
29213688799621,20241012,725,4.76
16263665539984,20250215,856,7.28
62484423494915,20230128,617,7.22
22279980527558,20210202,135,9.65
73920668199280,20201216,523,8.0
36480173268318,20230917,958,6.15
57318654607629,20201004,565,9.02
44863861856425,20240303,765,2.39
68012060983007,20240307,851,0.8
